id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
soy-garlic-sauce,sauce,Soy garlic sauce,ganjang chicken sauce|ganjang-chikin sauce|soy garlic,korean-american|us,,,,,"{""base"": ""soy-sweet"", ""heat"": ""none""}","A brown glaze of soy sauce, sugar and garlic, brushed onto fried chicken after the fryer. Sweet and savoury rather than hot; often heavily garlicky. Ganjang-chikin — soy sauce chicken — is the Korean name for the dish it makes. A honey version, sweeter and stickier, is sold alongside it.",,korean-american|yangnyeom-sauce|bonchon|teriyaki-sauce|double-fry|pickled-radish|honey-bbq-sauce|garlic-parmesan-sauce,s:wp-bonchon-chicken|s:wp-korean-fried-chicken|s:fdc-we-love-you-soy-garlic,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/sauce/soy-garlic-sauce/
sweet-chili-sauce,sauce,Sweet chili sauce,sweet Thai chili sauce|nam chim kai|น้ำจิ้มไก่,us,,,,,"{""base"": ""other"", ""heat"": ""mild""}","A clear, thickened red sauce of chillies, rice wine vinegar and sugar, often with garlic and sometimes fish sauce. Red chilli peppers — Fresno, Thai or red jalapeños — give it its flecks. Known in Thailand as nam chim kai, a dipping sauce for chicken, and used across Thai, Afghan, Malaysian and Western cooking. In European Chinese restaurants it is the dip for prawn toast, egg rolls, lettuce wraps, spring rolls and chicken wings.",,hot-honey|mango-habanero|yangnyeom-sauce|teriyaki-sauce|jerk-marinade|the-toss|sauce-on-the-side,s:wp-sweet-chili-sauce|s:wp-buffalo-wing|s:wp-sriracha|s:fdc-ka-me-sweet-chili,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/sauce/sweet-chili-sauce/
teriyaki-sauce,sauce,Teriyaki sauce,teriyaki|tare,us|hawaii|pacific-northwest,,,,,"{""base"": ""soy-sweet"", ""heat"": ""none""}","Soy sauce, mirin or sake, and sugar, boiled down to a glaze. The Japanese name for it is tare (タレ). Traditionally the meat is dipped in it or brushed with it while cooking; ginger goes in sometimes, spring onion over the top. In North America the word covers any dish made with a teriyaki-like sauce, including versions using substitutes for sake or mirin, or adding sesame or garlic — both uncommon in Japanese cooking. It goes on chicken wings and is used as a dipping sauce.",,soy-garlic-sauce|sweet-chili-sauce|grill|honey-bbq-sauce|yangnyeom-sauce|the-toss|buffalo-wild-wings,s:wp-teriyaki|s:wp-buffalo-wing|s:fdc-kikkoman-teriyaki|s:wikibooks-teriyaki-sauce,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/sauce/teriyaki-sauce/
yangnyeom-sauce,sauce,Yangnyeom sauce,yangnyeom|seasoned sauce|sweet and spicy,korean-american|us,,,,,"{""base"": ""other"", ""heat"": ""medium""}","A sweet and spicy glaze built on gochujang — a fermented Korean paste of red chili powder, glutinous rice, fermented soybean powder, barley malt powder and salt — with garlic, sugar and other seasonings. Painted onto fried chicken with a brush after the fryer, in a thin even coat rather than a toss. Yangnyeom chicken is the dish; this is what makes it.",,korean-american|soy-garlic-sauce|double-fry|pickled-radish|bonchon|sweet-chili-sauce|hot-honey|buffalo-sauce,s:wp-yangnyeom-chicken|s:wp-korean-fried-chicken|s:wp-gochujang|s:fdc-roland-gochujang-korean-bbq,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/sauce/yangnyeom-sauce/
beef-on-weck,dish,beef on weck,beef on kummelweck,western-ny,,,,,"{""course"": ""main""}","Rare roast beef, hand-carved thin, on a kummelweck roll topped with kosher salt and caraway seeds. The cut face of the top half gets dipped in jus from the roast; prepared horseradish comes on the side for the eater to spread. Along with wings and sponge candy it is one of the three best-known Buffalo specialties.",,weck|buffalo|buffalo-wild-wings|the-pitcher|wing-basket|gabriels-gate,s:wp-beef-on-weck|s:wp-buffalo-new-york|s:wp-buffalo-wild-wings,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/beef-on-weck/
boneless-wings,dish,boneless wings,boneless|wyngz|boneless chicken wings,us,,,,,"{""course"": ""main"", ""cut"": ""boneless""}","Small pieces of skinless, boneless chicken breast coated in flour and spices, then fried or baked, like a chicken nugget, and tossed in or served with the same sauces as a Buffalo wing. Restaurants began offering them after the price of raw wings rose and as some diners wanted a neater way to eat; they are sometimes marketed under the name wyngz.",,boneless|boneless-is-not-a-wing|wing-cut|buffalo|buffalo-sauce|dredge|wingstop|buffalo-wild-wings|the-price-of-a-wing,s:wp-buffalo-wing|s:web-ap-boneless-wings-ohio|s:web-cbs-boneless-wings|s:web-thompson-coburn-berkheimer|s:wp-chicken-nugget|s:wp-chicken-tenders,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/boneless-wings/
buffalo-chicken-dip,dish,buffalo chicken dip,buffalo chicken wing dip|wing dip,us,,,,,"{""course"": ""side"", ""styles"": [""buffalo""]}","Shredded chicken, cream cheese, cayenne-and-butter wing sauce and a dairy dressing, baked until it bubbles and eaten hot with chips, celery or bread. It takes the flavour of a wing and removes the bone, the skin, the fryer and the plate.",,buffalo-sauce|buffalo|blue-cheese-dressing|ranch-dressing|celery-and-carrots|super-bowl-sunday|boneless-wings|buffalo-chicken-pizza,s:wp-buffalo-wing|s:wp-super-bowl|s:wp-frank-s-redhot|s:wp-blue-cheese-dressing|s:wp-ranch-dressing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/buffalo-chicken-dip/
buffalo-chicken-pizza,dish,buffalo chicken pizza,buffalo chicken pie|wing pizza,western-ny|us,,,,,"{""course"": ""main"", ""styles"": [""buffalo""]}","A pizza sauced with cayenne-and-butter wing sauce instead of tomato, topped with chicken and mozzarella, and finished with blue cheese or ranch. Buffalo is applied here to a dish that is seasoned with the sauce rather than fried in the style at all.",,buffalo-sauce|buffalo|buffalo-word|la-nova-pizzeria|blue-cheese-dressing|boneless-wings|pizza-logs|super-bowl-sunday,s:wp-buffalo-wing|s:wp-pizza-hut|s:wp-blue-cheese-dressing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/buffalo-chicken-pizza/
celery-and-carrots,dish,celery and carrots,celery|veggie sticks|the vegetables,western-ny|us,,,,,"{""course"": ""side"", ""styles"": [""buffalo""]}","Cut celery, usually with carrot sticks, served cold beside hot wings with a cup of blue cheese or ranch that both the vegetables and the wings go into. Celery here is the petiole — the leaf stalk of Apium graveolens — cut raw to finger length. It cools the mouth between wings, it carries dip, and it is the one item on the plate nobody asks for.",,buffalo|anchor-bar|teressa-bellissimo|blue-cheese-dressing|ranch-dressing|wing-basket|white-bread-and-pickles|pickled-radish,s:wp-buffalo-wing|s:wp-anchor-bar|s:wp-celery|s:wp-wingstop,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/celery-and-carrots/
chicken-and-waffles,dish,chicken and waffles,chicken 'n' waffles,the-south|nyc|socal|us,,,,,"{""course"": ""main""}","Fried chicken on a waffle, eaten with butter and syrup as a waffle would be, and often with hot sauce. It belongs to several culinary traditions at once — Pennsylvania Dutch cuisine and soul food among them — and the two versions are not the same dish.",,harolds-chicken-shack|uncle-remus-saucy-fried-chicken|nashville-hot|white-bread-and-pickles|hot-honey|brine|dredge,s:wp-chicken-and-waffles|s:wp-soul-food|s:wp-fried-chicken,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/chicken-and-waffles/
chicken-riggies,dish,chicken riggies,Utica riggies|riggies,upstate-ny,,,,,"{""course"": ""main""}","An Italian-American pasta dish from the Utica–Rome area of New York: chicken, rigatoni, and hot or sweet peppers in a spicy cream-and-tomato sauce. Variations are many; the peppers and the rigatoni are the constants.",,buffalo|the-origin-fight|pizza-logs|garbage-plate|the-pitcher,s:wp-chicken-riggies|s:wp-buffalo-wing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/chicken-riggies/
french-fries,dish,french fries,fries|chips,us,,,,,"{""course"": ""side""}","Potatoes cut into even batonnet or julienne strips, dried, and deep-fried. Beside wings they do three jobs: they soak the sauce that drips, they stretch a small order into a meal, and in several cities they become the plate the wings sit on.",,mumbo-fries|jojo-potatoes|double-fry|frying-oil|deep-fryer|wingstop|wing-basket|garbage-plate,s:web-wp-french-fries|s:wp-deep-frying|s:wp-wingstop|s:wp-mumbo-sauce|s:wp-mild-sauce|s:wp-lemon-pepper-wings,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/french-fries/
fried-rice-plate,dish,the fried rice plate,wings over fried rice|wings and rice,dc|us,,,,,"{""course"": ""main"", ""styles"": [""dc-mumbo""]}","Whole fried chicken wings served over egg fried rice with mumbo sauce, sold from Chinese-American carryouts across the Washington, D.C. metropolitan region. The wings are not cut; they go into the oil whole and come out as a set of three-jointed pieces laid over the rice.",,mumbo-sauce|dc-mumbo|mumbo-fries|yums-carry-out|horaces-and-dickies|wing-cut|mild-sauce,s:wp-american-chinese-cuisine|s:wp-mumbo-sauce|s:wp-mild-sauce,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/fried-rice-plate/
garbage-plate,dish,Garbage Plate,trash plate|plate|Rochester plate|junkyard plate,rochester|upstate-ny,,,,,"{""course"": ""main""}","Hot dog or hamburger meat and a meat hot sauce piled on a bed of side dishes — usually macaroni salad and home fries — with onions and mustard, and buttered bread alongside. Rochester's signature dish, and a trademark of one restaurant that every other restaurant has to work around.",,rochester-breaded|buffalo|french-fries|jeremiahs-tavern|country-sweet-chicken-and-ribs|the-pitcher,s:wp-garbage-plate|s:wp-rochester-new-york,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/garbage-plate/
jojo-potatoes,dish,jojo potatoes,jojos|jo jos|potato jojos,pacific-northwest|upstate-ny|us,,,,,"{""course"": ""side""}","A potato wedge that has been breaded, pressure-fried and spiced — not a bare wedge, and not a fry. The pressure fryer is a pressure cooker filled with hot oil, so the potato cooks fast and hard while keeping its water. Sold beside fried chicken across the Pacific Northwest, and in pockets of Montana, Minnesota, Nebraska, Northeast Ohio and upstate New York.",,french-fries|deep-fryer|breaded-fry|dredge|frying-oil|wing-basket,s:web-wweek-jojo|s:wp-deep-frying,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/jojo-potatoes/
mozzarella-sticks,dish,mozzarella sticks,mozz sticks|fried mozzarella,us|upstate-ny,,,,,"{""course"": ""side""}","Elongated pieces of mozzarella coated in breadcrumbs or batter and fried, served as an hors d'oeuvre with marinara. On a wing menu they are the thing a table orders when half of it does not want wings.",,pizza-logs|deep-fryer|breaded-fry|dredge|ranch-dressing|wing-basket,s:wp-mozzarella-sticks|s:wp-deep-frying,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/mozzarella-sticks/
mumbo-fries,dish,mumbo fries,mambo fries|fries with mumbo,dc,,,,,"{""course"": ""side"", ""styles"": [""dc-mumbo""]}","French fries under mumbo sauce, from a Washington, D.C. carryout. Mumbo is a sweet, tangy, ketchup-based condiment — like barbecue sauce but sweeter, and somewhat spicier or more sour, with real variation in flavour and consistency between makers.",,mumbo-sauce|french-fries|dc-mumbo|fried-rice-plate|capital-city-mambo-sauce|mumbo|john-young,s:wp-mumbo-sauce|s:wp-american-chinese-cuisine|s:web-wp-french-fries|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/mumbo-fries/
pickled-radish,dish,pickled radish,chicken-mu|danmuji|치킨무,korean-american|us,,,,,"{""course"": ""side"", ""styles"": [""korean-american""]}","Cubed pickled daikon in a sweet-sour brine, served cold in a small tub beside Korean fried chicken. Pickled radishes and beer or carbonated drinks are the standard accompaniment; Bonchon lists pickled radish among its side dishes alongside kimchi, coleslaw and Korean street corn.",,korean-american|bonchon|yangnyeom-sauce|soy-garlic-sauce|the-pitcher|celery-and-carrots|double-fry,s:wp-korean-fried-chicken|s:wp-bonchon-chicken|s:web-wp-danmuji,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/pickled-radish/
pizza-logs,dish,pizza logs,pizza egg rolls,western-ny|upstate-ny,,,,,"{""course"": ""side""}","Mozzarella, and often pepperoni, rolled in an egg-roll wrapper and deep-fried, served with marinara to dip. A Western New York bar snack that sits on the same appetizer list as wings and sells in freezer cases across upstate.",,mozzarella-sticks|buffalo|deep-fryer|buffalo-chicken-pizza|the-pitcher|wing-basket,s:web-popik-pizza-logs|s:wp-mozzarella-sticks,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/pizza-logs/
the-pitcher,dish,the pitcher,a pitcher|pitcher of beer|chimaek,us|korean-american,,,,,"{""course"": ""drink""}","Draught beer sold by the jug for a table to share. It is the other half of a wing order almost everywhere wings are sold, and in two traditions it is named into the food: Hooters built its concept on wings and beer, and Korean has a single word for the pairing.",,wing-basket|hooters|buffalo|korean-american|bonchon|wing-night|beef-on-weck|super-bowl-sunday,s:wp-hooters|s:wp-korean-fried-chicken|s:wp-bonchon-chicken|s:wp-buffalo-wing|s:wp-beef-on-weck,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/the-pitcher/
white-bread-and-pickles,dish,white bread and pickles,bread and pickles|the bread,nashville|the-south,,,,,"{""course"": ""bread"", ""styles"": [""nashville-hot""]}","Two slices of plain white sandwich bread with pickle chips on top, and the hot chicken laid over both. The bread catches the cayenne paste and the fat coming off the bird; the pickles cut it. It is not a side — it is the plate.",,nashville-hot|princes-hot-chicken-shack|hattie-bs|boltons-spicy-chicken-and-fish|nashville-hot-oil|celery-and-carrots|andre-prince-jeffries,s:wp-hot-chicken|s:wp-prince-s-hot-chicken-shack|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/white-bread-and-pickles/
wing-basket,dish,the wing basket,a basket of wings|wing order|the plate,us,,,,,"{""course"": ""main"", ""styles"": [""buffalo""]}","The unit a bar sells wings in: a count of pieces in a basket or on a plate, lined with paper, with celery and carrots, a cup of blue cheese or ranch, and usually fries. A fry basket is the tool the wings come out of the oil in — it contains the food in the fryer and strains it on the way out — and the serving basket copies its shape.",,wing|wing-cut|celery-and-carrots|french-fries|the-pitcher|deep-fryer|all-flats|wing-night|the-price-of-a-wing,s:wp-buffalo-wing|s:wp-deep-frying|s:wp-hooters|s:wp-wingstop|s:wp-buffalo-wild-wings|s:wp-chicken-as-food,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/dish/wing-basket/
air-fryer,fry,the air fryer,air frying|countertop convection oven,us,,,,,"{""kind"": ""tool""}","A small countertop convection oven that reaches deep-frying temperatures without submerging the food in oil. It circulates air at up to 200 °C / 392 °F to brown food coated in a thin layer of oil, where conventional frying drives the same browning reactions at 140–165 °C / 284–329 °F by putting the food in hot oil instead. Food sits in a basket over a drip tray, and for small pieces the basket must be shaken.",,baking-powder-bake|deep-fryer|naked-fry|the-toss|frying-oil|super-bowl-sunday,s:wp-convection-oven|s:wp-deep-frying,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/air-fryer/
baking-powder-bake,fry,the baking powder bake,oven wings|baked wings|no-fry wings,us,,,,,"{""kind"": ""method""}","The home method that gets wing skin to crisp in an oven: toss dried wings with baking powder and salt, bake low to render and dry, then hot to brown. No fryer, no pot of oil, and a crust that holds sauce for about as long as it takes to eat.",,air-fryer|naked-fry|deep-fryer|buffalo-sauce|the-toss|super-bowl-sunday|brine,s:web-cookful-crispy-wings|s:web-recipetin-crispy-wings|s:wp-convection-oven|s:wp-super-bowl,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/baking-powder-bake/
breaded-fry,fry,the breaded fry,breaded|dredged and fried|Rochester-style,rochester|us,,,,,"{""kind"": ""coating""}","Coating a wing before it goes in the oil — flour, seasoned flour, batter or crumbs — so the crust rather than the skin carries the crunch and holds the sauce. One common method for preparing food for deep frying involves adding multiple layers of batter around the food, such as cornmeal, flour or tempura; breadcrumbs may also be used.",,rochester-breaded|naked-fry|dredge|john-young|nashville-hot|jojo-potatoes|mozzarella-sticks|extra-crispy,s:wp-buffalo-wing|s:wp-deep-frying|s:wp-hot-chicken|s:wp-fried-chicken|s:wp-national-buffalo-wing-festival,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/breaded-fry/
brine,fry,the brine,brining|buttermilk soak|dry brine,us,,,,,"{""kind"": ""prep""}","Salting the bird before it cooks. Brining treats food with brine or coarse salt, which preserves and seasons it while enhancing tenderness. A wet brine immerses the meat in salt water; a dry brine covers it in coarse salt, which draws moisture out of the interior to the surface where it mixes with the salt and is then reabsorbed.",,dredge|baking-powder-bake|nashville-hot|chicken-and-waffles|naked-fry|par-cook,s:web-wp-brining|s:wp-hot-chicken|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/brine/
deep-fryer,fry,the deep fryer,the fryer|fry vat|chip pan|pressure fryer,us,,,,,"{""kind"": ""fryer""}","The machine or pot the wing goes into: food submerged in hot fat rather than shallow-fried in a pan. A commercial vat, a chip pan, a wok, a Dutch oven or a cast-iron pot all do it. Industrially, a pressure fryer or a vacuum fryer may be used. Fry baskets contain the food in the fryer and strain it on the way out, and a thermometer is the other tool that matters.",,frying-oil|naked-fry|double-fry|par-cook|air-fryer|jojo-potatoes|wing-basket|mozzarella-sticks,s:wp-deep-frying|s:web-wweek-jojo|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/deep-fryer/
double-fry,fry,the double fry,frying twice|two-stage fry,korean-american|us,,,,,"{""kind"": ""method""}","Frying in two passes with a rest between them. The first pass cooks the piece through and drives water out of the skin; the rest lets the surface dry and the interior even out; the second pass, hotter, builds the crust. The result is the thin, hard, glassy shell that will not go soft under sauce.",,korean-american|bonchon|par-cook|french-fries|soy-garlic-sauce|yangnyeom-sauce|sauce-on-the-side|extra-crispy,s:wp-korean-fried-chicken|s:wp-bonchon-chicken|s:web-wp-french-fries|s:wp-deep-frying,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/double-fry/
dredge,fry,the dredge,dredging|the flour|the breading station,us,,,,,"{""kind"": ""coating""}","Coating food before it fries. One common method for preparing food for deep frying involves adding multiple layers of batter around the food — cornmeal, flour or tempura — and breadcrumbs may be used. On a wing it is the difference between Buffalo and Rochester; on everything else at the counter it is simply how the thing is made.",,breaded-fry|rochester-breaded|naked-fry|brine|nashville-hot|mozzarella-sticks|boneless-wings|jojo-potatoes,s:wp-deep-frying|s:wp-hot-chicken|s:wp-mozzarella-sticks|s:wp-buffalo-wing|s:wp-fried-chicken,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/dredge/
frying-oil,fry,frying oil,the fat|the oil|shortening|tallow,us,,,,,"{""kind"": ""oil""}","What the wing is cooked in. Deep frying submerges food in hot fat — traditionally lard, today most commonly oil — and the choice of fat sets flavour, how long the vat lasts, what the shop pays and what goes on the allergen sheet. Four answers cover most American wing counters: beef tallow, peanut, soybean and canola.",,deep-fryer|naked-fry|french-fries|double-fry|air-fryer|the-price-of-a-wing|jojo-potatoes,s:wp-deep-frying|s:web-wp-french-fries,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/frying-oil/
grill,fry,the grill,grilled wings|over coals|the drum,caribbean-american|us,,,,,"{""kind"": ""heat""}","Cooking the wing over direct heat instead of in oil. Buffalo's own reference text lists it among the alternatives — traditionally deep-fried, but alternatively baked, grilled, or broiled — and the Anchor Bar's account rules it out for its own wings: they are not grilled, but only deep-fried and slightly crispy.",,caribbean-jerk|jerk-marinade|peppas-jerk-chicken|smoke-then-fry|naked-fry|air-fryer|anchor-bar,s:wp-jerk-cooking|s:wp-buffalo-wing|s:wp-anchor-bar,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/grill/
naked-fry,fry,the naked fry,naked|unbreaded|bare,western-ny|us,,,,,"{""kind"": ""coating""}","Frying a wing with nothing on it — no batter, no flour, no crumb. The skin browns and crisps on its own, the fat under it renders into the oil, and the sauce goes on afterwards. A Buffalo wing is an unbreaded chicken wing section, deep-fried and then coated or dipped in cayenne sauce and melted butter.",,buffalo|breaded-fry|naked|anchor-bar|the-toss|frying-oil|john-young|air-fryer,s:wp-buffalo-wing|s:wp-anchor-bar|s:wp-deep-frying|s:wp-national-buffalo-wing-festival,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/naked-fry/
par-cook,fry,the par-cook,par-frying|blanching|the first fry|pre-cooking,us,,,,,"{""kind"": ""method""}","Cooking the wing most of the way in advance and finishing it to order. The first pass drives out water and cooks the meat through; the finishing pass, hotter and short, browns it. It is the same architecture as a double fry, separated by hours instead of minutes and done for service rather than for texture.",,double-fry|deep-fryer|french-fries|smoke-then-fry|wing-basket|super-bowl-sunday,s:web-wp-french-fries|s:wp-bonchon-chicken|s:wp-deep-frying|s:wp-korean-fried-chicken,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/par-cook/
sauce-on-the-side,fry,sauce on the side,on the side|naked with sauce|dry with a cup,us|western-ny,,,,,"{""kind"": ""method""}","Ordering the wings unsauced with the sauce in a cup. The argument is whether the sauce is a step in the cooking or a condiment at the table — and the traditions answer it differently, on the record, in their own methods.",,the-toss|buffalo|blue-cheese-dressing|ranch-dressing|double-fry|wet-and-dry|lemon-pepper-wet|boneless-is-not-a-wing,s:wp-buffalo-wing|s:wp-anchor-bar|s:wp-bonchon-chicken|s:wp-lemon-pepper-wings|s:wp-hot-chicken,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/sauce-on-the-side/
smoke-then-fry,fry,smoke then fry,smoked and flashed|smoke-fried wings,memphis|the-south|us,,,,,"{""kind"": ""smoke""}","Cooking the wing through in smoke, then dropping it briefly into hot oil or onto high heat to tighten the skin. Smoke gives flavour and colour that a fryer cannot; the fryer gives a crust that smoke alone leaves flabby. The rub or the sauce goes on after.",,smoked-bbq-wing|central-bbq|big-bob-gibson-bar-b-q|memphis-dry-rub|alabama-white-sauce|deep-fryer|grill|wet-and-dry,s:web-wp-smoking-cooking|s:wp-buffalo-wing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/smoke-then-fry/
the-toss,fry,the toss,the bowl|tossing|shaking the wings,western-ny|us,,,,,"{""kind"": ""method""}","The metal bowl. Cooked wings go into a bowl or pot, sauce goes over them, and the whole thing is shaken to coat the wings completely before serving. It is the last step of a Buffalo wing and the only one that touches the wing after the oil.",,buffalo-sauce|buffalo|naked-fry|sauce-on-the-side|anchor-bar|wet-and-dry|soy-garlic-sauce|wing-basket,s:wp-buffalo-wing|s:wp-anchor-bar|s:wp-bonchon-chicken,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/the-toss/
wing-cut,fry,the wing cut,breaking down a wing|segmenting|jointing the wing,us,,,,,"{""kind"": ""cut"", ""cut"": ""party wing""}","Where the knife goes on a chicken wing. The wing comes off the bird in three segments and the cook cuts it at both joints: the drumette, shaped like a small drumstick and white meat; the middle flat, also called the wingette, containing two bones; and the tip, often discarded or used for stock. Two pieces go in the basket, so one wing off the bird sells as two wings on a menu.",,wing|drumette|flat|wing-tip|party-wing|all-flats|the-flat-and-the-drum|boneless-wings|fried-rice-plate|wing-basket,s:wp-buffalo-wing|s:wp-chicken-as-food|s:wp-poultry|s:wp-american-chinese-cuisine,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/fry/wing-cut/
american-deli,place,American Deli,"American Deli International, Inc.",atlanta,GA,Atlanta,33.749,-84.388,"{""state"": ""GA"", ""status"": ""open"", ""founded"": 1989, ""cooked"": ""fried"", ""styles"": [""atlanta-lemon-pepper""]}","A counter chain out of Atlanta, open since 1989, that sells wings by the ten-piece with a long board of seasonings and sauces. Lemon pepper wet — wings sauced and then hit with dry lemon pepper — was invented here, and the company now runs more than 200 stores across ten states.",,atlanta-lemon-pepper|lemon-pepper-wet|lemon-pepper-seasoning|jr-cricketts|wet-and-dry|wingstop|fried-rice-plate,s:wp-lemon-pepper-wings|s:web-american-deli-about|s:web-american-deli-franchise-story|s:web-american-deli-press|s:web-atlanta-eats-lemon-pepper,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/american-deli/
anchor-bar,place,Anchor Bar,Anchor Bar Buffalo|Frank & Teressa's Anchor Bar,western-ny,NY,Buffalo,42.90743,-78.87261,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1935, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A bar and restaurant at Main and North in Buffalo, open since 1935, which claims the Buffalo wing and has trademarked the phrase. Frank and Teressa Bellissimo opened it; their son Dominic ran it and sold the story. The dining room keeps the motorcycles, the jukebox and the original bar, and the wings go out bare-fried with blue cheese and celery.",,buffalo|teressa-bellissimo|dominic-bellissimo|duffs-famous-wings|the-origin-fight,s:wp-anchor-bar|s:wp-buffalo-wing|s:trillin-1980,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/anchor-bar/
atomic-wings,place,Atomic Wings,,nyc|us,NY,New York,40.8025114,-73.9565294,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1989, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A New York wing chain founded in 1989 by a man trying to reproduce what he had eaten as a student in Buffalo. Wings are cut by hand and breaded on the premises, which is not the Buffalo method, and sauced from more than a dozen house mixes. Shops are small — 800 to 1,500 square feet — and built for takeout rather than for sitting.",,atomic|breaded-fry|buffalo|anchor-bar|duffs-famous-wings|buffalo-wild-wings|rochester-breaded,s:web-atomic-wings-about|s:web-atomic-wings-rb|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/atomic-wings/
bar-bill-tavern,place,Bar-Bill Tavern,Bar Bill|Bar-Bill,western-ny,NY,East Aurora,42.7675581,-78.6279118,"{""state"": ""NY"", ""status"": ""open"", ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A tavern on Main Street in East Aurora, fifteen miles southeast of Buffalo and not in the city at all, whose wings are brushed with sauce by hand rather than tossed. An order comes as five drums and five flats around a bowl of blue cheese made on the premises. Beef on weck comes off the same kitchen, carved to order.",,the-toss|all-flats|beef-on-weck|blue-cheese-dressing|buffalo|the-flat-and-the-drum|mammosers-tavern,s:web-visitbuffalo-barbill-crawl|s:web-visitbuffalo-barbill-spotlight|s:web-buffalo-wing-trail|s:web-eanycc-barbill|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/bar-bill-tavern/
big-bob-gibson-bar-b-q,place,Big Bob Gibson Bar-B-Q,Big Bob Gibson's Bar-B-Q|Big Bob Gibson,the-south,AL,Decatur,34.5794626,-86.9785639,"{""state"": ""AL"", ""status"": ""open"", ""founded"": 1925, ""cooked"": ""smoked"", ""styles"": [""alabama-white"", ""smoked-bbq-wing""]}","The Decatur, Alabama pit where white barbecue sauce was invented: mayonnaise, vinegar and black pepper, made for smoked chicken. Bob Gibson started it in 1925; four generations of his family have run it since, and its competition team won first place for smoked wings at Memphis in May in 2021.",,alabama-white|alabama-white-sauce|bob-gibson|smoked-bbq-wing|central-bbq|southern-foodways-alliance|ranch-vs-blue-cheese,s:web-encyclopedia-alabama-big-bob|s:web-sfa-big-bob-gibson|s:web-big-bob-gibson-history|s:web-big-bob-gibson-locations,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/big-bob-gibson-bar-b-q/
